source_pack_id,source_row_id,source_pack_name,contrast_type,difficulty,tier,position,target_phoneme_en,contrast_phoneme_en,target_phoneme_es_current,contrast_phoneme_es_current,word_1_en,word_1_es_current,word_2_en,word_2_es_current,clinical_note_en,clinical_note_es_current,review_decision,approved_word_1_es,approved_word_2_es,approved_target_phoneme_es,approved_contrast_phoneme_es,approved_clinical_note_es,review_notes
drill_pack_17,drill_321,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,ban,prohibición,van,furgoneta,Stop vs fricative - manner distinction critical for CI,Stop vs fricativa: distinción de modo crítica para CI,pending,,,,,,
drill_pack_17,drill_322,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bat,murciélago,vat,tina,Both labial - pure manner contrast,Ambos labiales - contraste de manera pura.,pending,,,,,,
drill_pack_17,drill_323,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bent,doblado,vent,respiradero,Cluster coda with nasal,Coda en racimo con nasal,pending,,,,,,
drill_pack_17,drill_324,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,2,1,Initial,/b/,/v/,nan,nan,bet,apuesta,vet,veterinario,Common words - good starter pair,Palabras comunes: buen par inicial,pending,,,,,,
drill_pack_17,drill_325,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bale,bala,vale,valle,Diphthong with lateral coda,Diptongo con coda lateral,pending,,,,,,
drill_pack_17,drill_326,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,2,1,Initial,/b/,/v/,nan,nan,best,mejor,vest,chaleco,Very common words reinforce learning,Palabras muy comunes refuerzan el aprendizaje.,pending,,,,,,
drill_pack_17,drill_327,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bolt,tornillo,volt,voltio,Diphthong with lateral cluster coda,Diptongo con coda de racimo lateral,pending,,,,,,
drill_pack_17,drill_328,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bow,arco,vow,voto,Diphthong open syllable,Diptongo de sílaba abierta,pending,,,,,,
drill_pack_17,drill_329,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bine,binar,vine,enredadera,Diphthong with nasal coda,Diptongo con coda nasal,pending,,,,,,
drill_pack_17,drill_330,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,beer,cerveza,veer,virar,R-colored vowel context,Contexto vocal de color R,pending,,,,,,
drill_pack_17,drill_331,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,2,1,Initial,/b/,/v/,nan,nan,base,base,vase,florero,Common words with sibilant coda,Palabras comunes con coda sibilante,pending,,,,,,
drill_pack_17,drill_332,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,4,3,Initial,/b/,/v/,nan,nan,bile,bilis,vile,vil,Less frequent pair tests fine discrimination,Pruebas de pareja menos frecuentes de discriminación fina,pending,,,,,,
drill_pack_17,drill_333,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,2,1,Initial,/b/,/v/,nan,nan,berry,baya,very,muy,Two-syllable high frequency pair,Par de alta frecuencia de dos sílabas,pending,,,,,,
drill_pack_17,drill_334,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bone,hueso,vone,vone,Diphthong with nasal coda,Diptongo con coda nasal,pending,,,,,,
drill_pack_17,drill_335,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bout,combate,vout,votar,Diphthong with voiceless stop coda,Diptongo con coda oclusiva sorda,pending,,,,,,
drill_pack_17,drill_336,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,4,3,Initial,/b/,/v/,nan,nan,balm,bálsamo,valve,válvula,Near-minimal with different vowels and codas,Casi mínimo con diferentes vocales y codas,pending,,,,,,
drill_pack_17,drill_337,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bore,aburrir,vore,voré,R-colored vowel back context,Contexto posterior de vocal de color R,pending,,,,,,
drill_pack_17,drill_338,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,broom,escoba,vroom,vroom,Cluster onset tests manner in context,Manera de las pruebas de inicio de conglomerados en contexto,pending,,,,,,
drill_pack_17,drill_339,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,4,3,Initial,/b/,/v/,nan,nan,bus,autobús,versus,versus,Length mismatch adds processing challenge,La falta de coincidencia de longitud añade un desafío al procesamiento,pending,,,,,,
drill_pack_17,drill_340,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,3,2,Initial,/b/,/v/,nan,nan,bury,enterrar,vary,variar,Two-syllable pair with identical vowels,Par de dos sílabas con vocales idénticas,pending,,,,,,
