source_pack_id,source_row_id,source_pack_name,contrast_type,difficulty,tier,position,target_phoneme_en,contrast_phoneme_en,target_phoneme_es_current,contrast_phoneme_es_current,word_1_en,word_1_es_current,word_2_en,word_2_es_current,clinical_note_en,clinical_note_es_current,review_decision,approved_word_1_es,approved_word_2_es,approved_target_phoneme_es,approved_contrast_phoneme_es,approved_clinical_note_es,review_notes
drill_pack_14,drill_261,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,file,archivo,fire,fuego,Diphthong context - coda liquid hard for CI,Contexto diptongo: coda líquida dura para CI,pending,,,,,,
drill_pack_14,drill_262,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,bowl,bol,bore,aburrir,Back vowel with liquid coda distinction,Vocal posterior con distinción de coda líquida,pending,,,,,,
drill_pack_14,drill_263,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,call,llamar,car,auto,Very common words - vowel also shifts slightly,Palabras muy comunes: la vocal también cambia ligeramente.,pending,,,,,,
drill_pack_14,drill_264,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,fail,fallar,fair,justo,Diphthong vs monophthong adds complexity,Diptongo vs monoptongo añade complejidad,pending,,,,,,
drill_pack_14,drill_265,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,feel,sentir,fear,miedo,Long vowel context with fricative onset,Contexto vocal largo con inicio fricativo,pending,,,,,,
drill_pack_14,drill_266,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,foal,potro,four,cuatro,Back diphthong with liquid distinction,Diptongo posterior con distinción líquida,pending,,,,,,
drill_pack_14,drill_267,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,goal,meta,gore,sangre,Velar onset with back vowel,Inicio velar con vocal posterior,pending,,,,,,
drill_pack_14,drill_268,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,heal,sanar,hear,escuchar,Common words test final liquid perception,Palabras comunes prueban la percepción final del líquido.,pending,,,,,,
drill_pack_14,drill_269,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,kneel,arrodillarse,near,cerca,Nasal onset with long vowel,Inicio nasal con vocal larga,pending,,,,,,
drill_pack_14,drill_270,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,mail,correo,mare,yegua,Nasal onset diphthong pair,Par de diptongos de inicio nasal,pending,,,,,,
drill_pack_14,drill_271,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,pail,cubo,pair,par,Stop onset with diphthong,Detener el inicio con diptongo,pending,,,,,,
drill_pack_14,drill_272,Liquid Contrasts: /l/ vs /r/ Final,Liquid,4,3,Final,/l/,/r/,nan,nan,sail,navegar,scare,susto,Near-minimal pair with cluster onset,Par casi mínimo con inicio de racimo,pending,,,,,,
drill_pack_14,drill_273,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,tall,alto,tar,alquitrán,Simple CVC with back vowel,CVC simple con vocal posterior,pending,,,,,,
drill_pack_14,drill_274,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,tool,herramienta,tour,recorrido,Back rounded vowel context,Contexto vocal redondeado hacia atrás,pending,,,,,,
drill_pack_14,drill_275,Liquid Contrasts: /l/ vs /r/ Final,Liquid,4,3,Final,/l/,/r/,nan,nan,veil,velo,veer,virar,Fricative onset with different vowels,Inicio fricativo con diferentes vocales.,pending,,,,,,
drill_pack_14,drill_276,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,wail,gemido,wear,tener puesto,Glide onset with diphthong shift,Inicio del deslizamiento con cambio de diptongo,pending,,,,,,
drill_pack_14,drill_277,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,tile,teja,tire,neumático,Diphthong context - true minimal pair,Contexto diptongo: par mínimo verdadero,pending,,,,,,
drill_pack_14,drill_278,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,pole,polo,pour,derramar,Labial onset with back vowel,Inicio labial con vocal posterior,pending,,,,,,
drill_pack_14,drill_279,Liquid Contrasts: /l/ vs /r/ Final,Liquid,4,3,Final,/l/,/r/,nan,nan,stale,duro,stare,mirada fija,Cluster onset increases difficulty,La aparición de grupos aumenta la dificultad,pending,,,,,,
drill_pack_14,drill_280,Liquid Contrasts: /l/ vs /r/ Final,Liquid,3,2,Final,/l/,/r/,nan,nan,while,mientras,wire,cable,Glide onset with diphthong - true minimal pair,Inicio del deslizamiento con diptongo: verdadero par mínimo,pending,,,,,,
