source_pack_id,source_row_id,source_pack_name,contrast_type,difficulty,tier,position,target_phoneme_en,contrast_phoneme_en,target_phoneme_es_current,contrast_phoneme_es_current,word_1_en,word_1_es_current,word_2_en,word_2_es_current,clinical_note_en,clinical_note_es_current,review_decision,approved_word_1_es,approved_word_2_es,approved_target_phoneme_es,approved_contrast_phoneme_es,approved_clinical_note_es,review_notes
drill_pack_23,drill_441,Voicing Clusters: Initial,Cluster,3,2,Cluster,/sp/,/b/,nan,nan,spy,espiar,buy,comprar,Cluster vs singleton tests aspiration cue,Señal de aspiración de pruebas de grupo versus singleton,pending,,,,,,
drill_pack_23,drill_442,Voicing Clusters: Initial,Cluster,3,2,Cluster,/sp/,/b/,nan,nan,spin,girar,bin,papelera,Sibilant cluster strips aspiration from stop,Un racimo sibilante despoja a la aspiración del tope,pending,,,,,,
drill_pack_23,drill_443,Voicing Clusters: Initial,Cluster,3,2,Cluster,/sp/,/b/,nan,nan,spit,escupir,bit,poco,Short vowel CVC tests cluster perception,El CVC de vocal corta prueba la percepción de grupos,pending,,,,,,
drill_pack_23,drill_444,Voicing Clusters: Initial,Cluster,4,3,Cluster,/sp/,/br/,nan,nan,spoke,habló,broke,en bancarrota,Different clusters with diphthong,Diferentes grupos con diptongo.,pending,,,,,,
drill_pack_23,drill_445,Voicing Clusters: Initial,Cluster,3,2,Cluster,/st/,/t/,nan,nan,star,estrella,tar,alquitrán,S-cluster vs singleton - aspiration difference,Clúster S vs singleton: diferencia de aspiración,pending,,,,,,
drill_pack_23,drill_446,Voicing Clusters: Initial,Cluster,3,2,Cluster,/st/,/d/,nan,nan,stain,mancha,dane,danés,Cluster onset vs voiced singleton,Inicio en racimo versus singleton sonoro,pending,,,,,,
drill_pack_23,drill_447,Voicing Clusters: Initial,Cluster,4,3,Cluster,/st/,/dr/,nan,nan,steam,vapor,dream,sueño,Different cluster types with long vowel,Diferentes tipos de grupos con vocal larga.,pending,,,,,,
drill_pack_23,drill_448,Voicing Clusters: Initial,Cluster,3,2,Cluster,/st/,/d/,nan,nan,still,aún,dill,eneldo,Cluster vs voiced stop with lateral coda,Cluster vs oclusiva sonora con coda lateral,pending,,,,,,
drill_pack_23,drill_449,Voicing Clusters: Initial,Cluster,3,2,Cluster,/st/,/d/,nan,nan,stone,piedra,done,hecho,Near-minimal with vowel difference,Casi mínimo con diferencia vocal,pending,,,,,,
drill_pack_23,drill_450,Voicing Clusters: Initial,Cluster,4,3,Cluster,/st/,/dr/,nan,nan,stop,detener,drop,gota,Different clusters - manner and voicing,Diferentes grupos: modales y sonoridad.,pending,,,,,,
drill_pack_23,drill_451,Voicing Clusters: Initial,Cluster,3,2,Cluster,/sk/,/k/,nan,nan,scan,escanear,can,poder,Velar cluster vs singleton,Clúster velar vs singleton,pending,,,,,,
drill_pack_23,drill_452,Voicing Clusters: Initial,Cluster,3,2,Cluster,/sk/,/d/,nan,nan,skip,saltar,dip,aderezo,Velar cluster vs voiced alveolar,Racimo velar vs alveolar sonoro,pending,,,,,,
drill_pack_23,drill_453,Voicing Clusters: Initial,Cluster,3,2,Cluster,/sl/,/l/,nan,nan,slab,losa,lab,laboratorio,S + liquid cluster vs singleton liquid,S + grupo líquido vs líquido singleton,pending,,,,,,
drill_pack_23,drill_454,Voicing Clusters: Initial,Cluster,4,3,Cluster,/sl/,/ɡl/,nan,nan,slide,deslizar,glide,planeo,S-liquid vs voiced stop-liquid cluster,Clúster de líquido S frente a líquido de parada sonoro,pending,,,,,,
drill_pack_23,drill_455,Voicing Clusters: Initial,Cluster,3,2,Cluster,/sn/,/n/,nan,nan,snap,quebrar,nap,siesta,S-nasal cluster vs singleton nasal,Grupo nasal S versus nasal único,pending,,,,,,
drill_pack_23,drill_456,Voicing Clusters: Initial,Cluster,3,2,Cluster,/sn/,/n/,nan,nan,snow,nieve,know,saber,Common words - diphthong context,Palabras comunes - contexto diptongo,pending,,,,,,
drill_pack_23,drill_457,Voicing Clusters: Initial,Cluster,4,3,Cluster,/spl/,/fl/,nan,nan,splash,chapoteo,flash,destello,Three-element vs two-element cluster,Clúster de tres elementos versus dos elementos,pending,,,,,,
drill_pack_23,drill_458,Voicing Clusters: Initial,Cluster,4,3,Cluster,/spr/,/pr/,nan,nan,spray,pulverización,pray,orar,S-addition to existing cluster,Adición S al clúster existente,pending,,,,,,
drill_pack_23,drill_459,Voicing Clusters: Initial,Cluster,3,2,Cluster,/str/,/tr/,nan,nan,strap,correa,trap,trampa,Three-element vs two-element cluster,Clúster de tres elementos versus dos elementos,pending,,,,,,
drill_pack_23,drill_460,Voicing Clusters: Initial,Cluster,4,3,Cluster,/str/,/r/,nan,nan,string,cadena,ring,anillo,Three-element cluster vs singleton,Clúster de tres elementos vs singleton,pending,,,,,,
