source_pack_id,source_row_id,source_pack_name,contrast_type,difficulty,tier,position,target_phoneme_en,contrast_phoneme_en,target_phoneme_es_current,contrast_phoneme_es_current,word_1_en,word_1_es_current,word_2_en,word_2_es_current,clinical_note_en,clinical_note_es_current,review_decision,approved_word_1_es,approved_word_2_es,approved_target_phoneme_es,approved_contrast_phoneme_es,approved_clinical_note_es,review_notes
drill_pack_18,drill_341,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,bit,poco,beat,derrotar,Duration and F1/F2 difference - core CI training,Duración y diferencia F1/F2: entrenamiento básico de CI,pending,,,,,,
drill_pack_18,drill_342,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,fill,llenar,feel,sentir,Fricative onset with lateral coda,Inicio fricativo con coda lateral.,pending,,,,,,
drill_pack_18,drill_343,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,grin,sonrisa,green,verde,Cluster onset common pair,Par común de inicio en racimo,pending,,,,,,
drill_pack_18,drill_344,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,hill,colina,heal,sanar,H-onset with lateral coda,Inicio en H con coda lateral,pending,,,,,,
drill_pack_18,drill_345,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,kin,familiares,keen,afecto,Velar stop with nasal coda,Parada velar con coda nasal,pending,,,,,,
drill_pack_18,drill_346,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,lid,tapa,lead,dirigir,Lateral onset high frequency pair,Par de alta frecuencia de inicio lateral,pending,,,,,,
drill_pack_18,drill_347,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,mill,molino,meal,comida,Nasal onset with lateral coda,Inicio nasal con coda lateral.,pending,,,,,,
drill_pack_18,drill_348,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,pill,píldora,peel,cáscara,Stop onset common pair,detener el par común de inicio,pending,,,,,,
drill_pack_18,drill_349,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,rich,rico,reach,alcanzar,Liquid onset with affricate coda,Inicio líquido con coda africada,pending,,,,,,
drill_pack_18,drill_350,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,sin,pecado,seen,visto,Sibilant onset common words,Palabras comunes de inicio sibilante,pending,,,,,,
drill_pack_18,drill_351,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,ship,barco,sheep,oveja,Postalveolar onset with stop coda,Inicio postalveolar con coda de parada,pending,,,,,,
drill_pack_18,drill_352,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,dip,aderezo,deep,profundo,Voiced stop onset simple pair,Par simple de inicio de parada sonora,pending,,,,,,
drill_pack_18,drill_353,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,3,2,Medial,/ɪ/,/iː/,nan,nan,gin,Ginebra,jean,vaquero,Affricate onset with nasal coda,Inicio africado con coda nasal,pending,,,,,,
drill_pack_18,drill_354,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,3,2,Medial,/ɪ/,/iː/,nan,nan,grid,red,greed,codicia,Cluster onset adds complexity,La aparición de racimos añade complejidad,pending,,,,,,
drill_pack_18,drill_355,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,lip,labio,leap,salto,Lateral onset with stop coda,Inicio lateral con coda de parada.,pending,,,,,,
drill_pack_18,drill_356,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,pick,elegir,peak,cima,Voiceless stop frame,Cuadro de parada sin voz,pending,,,,,,
drill_pack_18,drill_357,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,3,2,Medial,/ɪ/,/iː/,nan,nan,fist,puño,feast,banquete,Cluster coda with fricative onset,Coda del racimo con inicio fricativo,pending,,,,,,
drill_pack_18,drill_358,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,2,1,Medial,/ɪ/,/iː/,nan,nan,wick,mecha,week,semana,Glide onset with velar stop coda,Inicio del deslizamiento con coda de parada velar,pending,,,,,,
drill_pack_18,drill_359,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,3,2,Medial,/ɪ/,/iː/,nan,nan,trip,viaje,tree,árbol,Near-minimal different syllable structure,Estructura de sílaba diferente casi mínima,pending,,,,,,
drill_pack_18,drill_360,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,4,3,Medial,/ɪ/,/iː/,nan,nan,wrist,muñeca,wreath,guirnalda,Different codas increase difficulty,Diferentes codas aumentan la dificultad.,pending,,,,,,
