source_pack_id,source_row_id,source_pack_name,contrast_type,difficulty,tier,position,target_phoneme_en,contrast_phoneme_en,target_phoneme_es_current,contrast_phoneme_es_current,word_1_en,word_1_es_current,word_2_en,word_2_es_current,clinical_note_en,clinical_note_es_current,review_decision,approved_word_1_es,approved_word_2_es,approved_target_phoneme_es,approved_contrast_phoneme_es,approved_clinical_note_es,review_notes
drill_pack_12,drill_221,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,mass,masa,mash,mezcla,Final position harder for CI - less spectral energy,Posición final más difícil para CI: menos energía espectral,pending,,,,,,
drill_pack_12,drill_222,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,bass,bajo,bash,intento,Voiced initial helps focus on final contrast,La inicial sonora ayuda a centrarse en el contraste final.,pending,,,,,,
drill_pack_12,drill_223,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,mess,desorden,mesh,malla,Short front vowel context,Contexto de vocal frontal corta,pending,,,,,,
drill_pack_12,drill_224,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,gas,gas,gash,tajo,Stop initial isolates final fricative,Detener aislamientos iniciales fricativos finales,pending,,,,,,
drill_pack_12,drill_225,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,class,clase,clash,choque,Cluster onset adds naturalistic complexity,La aparición del cúmulo añade complejidad naturalista,pending,,,,,,
drill_pack_12,drill_226,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,lease,alquiler,leash,correa,Long vowel with final sibilant,Vocal larga con sibilante final,pending,,,,,,
drill_pack_12,drill_227,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,2,Final,/s/,/ʃ/,nan,nan,puss,cara,push,empujar,High back vowel masks spectral cues,La vocal posterior alta enmascara señales espectrales,pending,,,,,,
drill_pack_12,drill_228,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,3,Final,/s/,/ʃ/,nan,nan,crass,craso,crash,chocar,Cluster onset with low frequency pair,Inicio del grupo con par de baja frecuencia.,pending,,,,,,
drill_pack_12,drill_229,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,lass,muchacha,lash,latigazo,Lateral initial with open vowel,Inicial lateral con vocal abierta,pending,,,,,,
drill_pack_12,drill_230,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,3,Final,/s/,/ʃ/,nan,nan,bliss,dicha,blitz,bombardeo aéreo,Cluster onset with short vowel,Inicio del racimo con vocal corta,pending,,,,,,
drill_pack_12,drill_231,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,3,Final,/s/,/ʃ/,nan,nan,dose,dosis,dosh,dosh,Diphthong vs monophthong adds challenge,Diptongo vs monoptongo añade desafío,pending,,,,,,
drill_pack_12,drill_232,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,3,Final,/s/,/ʃ/,nan,nan,truss,braguero,thrush,tordo,Near-minimal pair with cluster variation,Par casi mínimo con variación de grupo,pending,,,,,,
drill_pack_12,drill_233,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,3,Final,/s/,/ʃ/,nan,nan,cross,cruz,crosh,croch,Back rounded vowel context,Contexto vocal redondeado hacia atrás,pending,,,,,,
drill_pack_12,drill_234,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,boss,jefe,bosh,tonterías,Simple CVC with back vowel,CVC simple con vocal posterior,pending,,,,,,
drill_pack_12,drill_235,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/z/,nan,nan,hiss,silbido,his,su,Voicing contrast mixed in for discrimination,Contraste de voz mezclado para la discriminación,pending,,,,,,
drill_pack_12,drill_236,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,plus,más,plush,felpa,Cluster onset with schwa vowel,Inicio del grupo con vocal schwa,pending,,,,,,
drill_pack_12,drill_237,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,3,Final,/s/,/ʃ/,nan,nan,fuss,escándalo,flush,enjuagar,Near-minimal with cluster variation,Casi mínimo con variación de grupo,pending,,,,,,
drill_pack_12,drill_238,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,3,Final,/s/,/ʃ/,nan,nan,kiss,beso,kitsch,kitsch,Sibilant vs affricate tests place resolution,Resolución del lugar de las pruebas sibilantes vs africadas,pending,,,,,,
drill_pack_12,drill_239,Fricative Place: /s/ vs /ʃ/ Final,Fricative,4,3,Final,/s/,/ʃ/,nan,nan,purse,cartera,perch,perca,R-colored vowel with final contrast,Vocal de color R con contraste final,pending,,,,,,
drill_pack_12,drill_240,Fricative Place: /s/ vs /ʃ/ Final,Fricative,3,2,Final,/s/,/ʃ/,nan,nan,miss,extrañar,mish,mezcla,Nasal initial with short vowel,Inicial nasal con vocal corta,pending,,,,,,
