source_pack_id,source_row_id,source_pack_name,contrast_type,difficulty,tier,position,target_phoneme_en,contrast_phoneme_en,target_phoneme_es_current,contrast_phoneme_es_current,word_1_en,word_1_es_current,word_2_en,word_2_es_current,clinical_note_en,clinical_note_es_current,review_decision,approved_word_1_es,approved_word_2_es,approved_target_phoneme_es,approved_contrast_phoneme_es,approved_clinical_note_es,review_notes
drill_pack_11,drill_201,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,sip,sorbo,ship,barco,Classic CI challenge - spectral peak difference in high frequencies,Desafío de CI clásico: diferencia de pico espectral en altas frecuencias,pending,,,,,,
drill_pack_11,drill_202,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,sin,pecado,shin,espinilla,Front vowel context highlights sibilant contrast,El contexto de la vocal anterior resalta el contraste sibilante,pending,,,,,,
drill_pack_11,drill_203,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,sore,doloroso,shore,costa,R-colored vowel provides stable context for fricative cue,La vocal de color R proporciona un contexto estable para la señal fricativa,pending,,,,,,
drill_pack_11,drill_204,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,seed,semilla,she'd,cobertizo,Long vowel helps isolate fricative difference,La vocal larga ayuda a aislar la diferencia fricativa,pending,,,,,,
drill_pack_11,drill_205,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,sake,beneficio,shake,agitar,High frequency words aid recall,Las palabras de alta frecuencia ayudan a recordar,pending,,,,,,
drill_pack_11,drill_206,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,seer,vidente,sheer,escarpado,Less common pair increases cognitive load,Un par menos común aumenta la carga cognitiva,pending,,,,,,
drill_pack_11,drill_207,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,same,mismo,shame,lástima,Nasal final keeps attention on initial fricative,La final nasal mantiene la atención en la fricativa inicial.,pending,,,,,,
drill_pack_11,drill_208,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,sag,hundimiento,shag,pelusa,Open vowel context,Contexto de vocal abierta,pending,,,,,,
drill_pack_11,drill_209,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,sack,bolsa,shack,choza,Velar stop final provides clear boundary,La parada final de Velar proporciona un límite claro,pending,,,,,,
drill_pack_11,drill_210,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,saw,sierra,shaw,shaw,Open syllable lets fricative resonate,La sílaba abierta deja resonar la fricativa,pending,,,,,,
drill_pack_11,drill_211,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,sawn,aserrado,shawn,shawn,Nasal coda adds complexity,La coda nasal añade complejidad,pending,,,,,,
drill_pack_11,drill_212,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,sail,navegar,shale,esquisto,Lateral coda with diphthong nucleus,Coda lateral con núcleo diptongo,pending,,,,,,
drill_pack_11,drill_213,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,sank,se hundió,shank,caña,Velar nasal cluster in coda,Racimo nasal velar en coda,pending,,,,,,
drill_pack_11,drill_214,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,sign,firmar,shine,brillar,Diphthong context with common words,Contexto diptongo con palabras comunes.,pending,,,,,,
drill_pack_11,drill_215,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,sick,enfermo,chic,elegante,Spelling mismatch adds processing challenge,La falta de coincidencia ortográfica añade un desafío al procesamiento,pending,,,,,,
drill_pack_11,drill_216,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,sight,vista,shite,mierda,Diphthong with voiceless stop coda,Diptongo con coda oclusiva sorda,pending,,,,,,
drill_pack_11,drill_217,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,sob,sollozo,shop,comercio,Near-minimal pair with open vowel,Par casi mínimo con vocal abierta,pending,,,,,,
drill_pack_11,drill_218,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,sum,suma,shum,callar,Schwa context tests subtle spectral cue,El contexto de Schwa prueba una señal espectral sutil,pending,,,,,,
drill_pack_11,drill_219,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,3,2,Initial,/s/,/ʃ/,nan,nan,sup,sorber,shut,cerrar,Near-minimal pair with different codas,Par casi mínimo con diferentes codas,pending,,,,,,
drill_pack_11,drill_220,Fricative Place: /s/ vs /ʃ/ Initial,Fricative,2,1,Initial,/s/,/ʃ/,nan,nan,sort,clasificar,short,corto,Very common words reinforce learning,Palabras muy comunes refuerzan el aprendizaje.,pending,,,,,,
