source_pack_id,source_row_id,source_pack_name,contrast_type,difficulty,tier,position,target_phoneme_en,contrast_phoneme_en,target_phoneme_es_current,contrast_phoneme_es_current,word_1_en,word_1_es_current,word_2_en,word_2_es_current,clinical_note_en,clinical_note_es_current,review_decision,approved_word_1_es,approved_word_2_es,approved_target_phoneme_es,approved_contrast_phoneme_es,approved_clinical_note_es,review_notes
drill_pack_15,drill_281,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mat,estera,gnat,mosquito,Bilabial vs alveolar - visual cue available,Bilabial versus alveolar: señal visual disponible,approved,mano,nano,/m/,/n/,Par inicial de alta familiaridad con marco silábico compartido.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_282,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mow,cortar,know,saber,Common words with diphthong,Palabras comunes con diptongo,approved,manos,nanos,/m/,/n/,La extensión plural preserva el mismo contraste nasal inicial.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_283,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,may,puede,neigh,relinchar,Diphthong open syllable,Diptongo de sílaba abierta,approved,masa,nasa,/m/,/n/,Marco bisilábico frecuente con inicio bilabial frente a alveolar claro.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_284,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mice,ratones,nice,lindo,Diphthong with sibilant coda,Diptongo con coda sibilante,approved,masas,nasas,/m/,/n/,El marco plural añade longitud sin cambiar la pista objetivo.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_285,Nasal Place: /m/ vs /n/ Initial,Nasal,3,2,Initial,/m/,/n/,nan,nan,mile,milla,Nile,Nilo,Diphthong with lateral coda,Diptongo con coda lateral,approved,mata,nata,/m/,/n/,Par de alta transferencia con mismas vocales y coda oclusiva.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_286,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mine,mío,nine,nueve,Diphthong with nasal coda reinforces contrast,Diptongo con coda nasal refuerza el contraste,approved,matas,natas,/m/,/n/,Extensión plural del mismo marco de alto control.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_287,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mitt,guante,knit,tejer,Short vowel CVC easy pair,Vocal corta CVC par fácil,approved,mota,nota,/m/,/n/,Par léxico frecuente con contexto de vocal redondeada.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_288,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mop,fregar,nod,asentir,Back vowel near-minimal pair,Par casi mínimo de vocal posterior,approved,motas,notas,/m/,/n/,El par plural mantiene la misma tarea de discriminación inicial.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_289,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mug,taza,nug,pepita,Schwa vowel simple CVC,Vocal Schwa simple CVC,approved,modo,nodo,/m/,/n/,La estructura medial compartida concentra la atención en el contraste inicial de lugar nasal.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_290,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mud,lodo,nud,desnudo,Voiced stop coda with schwa,Coda de parada sonora con schwa,approved,modos,nodos,/m/,/n/,Extensión plural de un par fuerte con marco compartido.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_291,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mail,correo,nail,clavo,Common diphthong pair with lateral coda,Par de diptongos comunes con coda lateral,approved,mora,nora,/m/,/n/,Par léxico claro con mismo acento y marco con líquida.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_292,Nasal Place: /m/ vs /n/ Initial,Nasal,2,1,Initial,/m/,/n/,nan,nan,mock,imitar,knock,golpear,Silent letter adds reading complexity,La carta silenciosa añade complejidad a la lectura,approved,moras,noras,/m/,/n/,La extensión plural mantiene el mismo contraste apoyado por líquida.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
drill_pack_15,drill_293,Nasal Place: /m/ vs /n/ Initial,Nasal,3,2,Initial,/m/,/n/,nan,nan,mole,lunar,knoll,loma,Diphthong with lateral coda,Diptongo con coda lateral,approved,mona,nona,/m/,/n/,Par casi mínimo con apoyo nasal repetido más adelante en la palabra.,Spanish-native /m/ vs /n/ initial rewrite with controlled singular/plural paradigms and no English-derived lexical assumptions.
