source_pack_id,source_row_id,source_pack_name,difficulty,tier,position,proposed_pack_id,proposed_pack_name,proposed_target_phoneme_es,proposed_contrast_phoneme_es,clinical_goal,candidate_slot,proposed_word_1_es,proposed_word_2_es,lexical_naturalness_notes,regional_notes,approval_status
pack_e_vs_ae,drill_eae_001,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,1,peso,paso,Par de alta familiaridad con marco consonántico idéntico y contraste vocálico medial claro.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_002,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,2,pesos,pasos,La extensión plural preserva el mismo contraste /e/ frente a /a/ en un ítem más largo.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_003,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,3,mesa,masa,Par bisilábico frecuente con acento igualado para trabajo focalizado de altura vocálica.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_004,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,4,mesas,masas,El marco plural añade duración mientras preserva el mismo objetivo vocálico.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_005,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,5,cena,cana,Par léxico frecuente con inicio idéntico y apoyo de coda nasal.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_006,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,6,cenas,canas,La extensión plural mantiene la misma tarea de discriminación vocálica medial.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_007,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,7,pelo,palo,Par de alta familiaridad con coda lateral idéntica y patrón acentual estable.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_008,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,8,pelos,palos,El marco pluralizado alarga la palabra sin cambiar el objetivo vocálico.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_009,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,9,tela,tala,El marco consonántico compartido mantiene la atención en el cambio vocálico medial.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_010,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,10,telas,talas,El par plural preserva la misma pista vocálica en un ítem más denso.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_011,Vowels: /E/ vs /ae/,4,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,11,peca,paca,Par bisilábico corto con marco oclusivo idéntico y contraste vocálico robusto.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_012,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,12,pecas,pacas,La extensión plural mantiene el mismo esqueleto consonántico y objetivo vocálico.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_013,Vowels: /E/ vs /ae/,4,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,13,lema,lama,El marco sonorante compartido apoya una escucha focalizada de /e/ frente a /a/.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_014,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,14,lemas,lamas,El marco plural amplía la duración mientras preserva la misma tarea vocálica medial.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_015,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,15,pesa,pasa,Par verbal frecuente con consonantes idénticas y contraste claro de altura vocálica.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
pack_e_vs_ae,drill_eae_016,Vowels: /E/ vs /ae/,3,free,medial,pack_es_e_vs_a,Vowel Contrast: /e/ vs /a/,/e/,/a/,replace English mid-front/low-front vowel logic with a Spanish vowel contrast,16,pesas,pasas,El marco más largo mantiene la misma pista vocálica en morfología pluralizada.,Panregional launch set using common lexical frames for Spanish /e/ versus /a/ discrimination.,clinically_reviewed
