source_pack_id,source_row_id,source_pack_name,difficulty,tier,position,proposed_pack_id,proposed_pack_name,proposed_target_phoneme_es,proposed_contrast_phoneme_es,clinical_goal,candidate_slot,proposed_word_1_es,proposed_word_2_es,lexical_naturalness_notes,regional_notes,approval_status
drill_pack_24,drill_461,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,1,,,,,draft
drill_pack_24,drill_462,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,2,,,,,draft
drill_pack_24,drill_463,Final Consonant Awareness: /t/ vs null Final,2,1,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,3,,,,,draft
drill_pack_24,drill_464,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,4,,,,,draft
drill_pack_24,drill_465,Final Consonant Awareness: /t/ vs null Final,2,1,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,5,,,,,draft
drill_pack_24,drill_466,Final Consonant Awareness: /t/ vs null Final,2,1,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,6,,,,,draft
drill_pack_24,drill_467,Final Consonant Awareness: /t/ vs null Final,2,1,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,7,,,,,draft
drill_pack_24,drill_468,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,8,,,,,draft
drill_pack_24,drill_469,Final Consonant Awareness: /t/ vs null Final,2,1,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,9,,,,,draft
drill_pack_24,drill_470,Final Consonant Awareness: /t/ vs null Final,2,1,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,10,,,,,draft
drill_pack_24,drill_471,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,11,,,,,draft
drill_pack_24,drill_472,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,12,,,,,draft
drill_pack_24,drill_473,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,13,,,,,draft
drill_pack_24,drill_474,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,14,,,,,draft
drill_pack_24,drill_475,Final Consonant Awareness: /t/ vs null Final,2,1,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,15,,,,,draft
drill_pack_24,drill_476,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,16,,,,,draft
drill_pack_24,drill_477,Final Consonant Awareness: /t/ vs null Final,2,1,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,17,,,,,draft
drill_pack_24,drill_478,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,18,,,,,draft
drill_pack_24,drill_479,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,19,,,,,draft
drill_pack_24,drill_480,Final Consonant Awareness: /t/ vs null Final,3,2,Final,pack_es_final_s_vs_null,Final Awareness: /s/ vs null,/s/,null,replace English final /t/ deletion awareness with a Spanish-final contrast,20,,,,,draft
