source_pack_id,source_row_id,source_pack_name,difficulty,tier,position,proposed_pack_id,proposed_pack_name,proposed_target_phoneme_es,proposed_contrast_phoneme_es,clinical_goal,candidate_slot,proposed_word_1_es,proposed_word_2_es,lexical_naturalness_notes,regional_notes,approval_status
drill_pack_21,drill_401,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,1,,,,,draft
drill_pack_21,drill_402,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,2,,,,,draft
drill_pack_21,drill_403,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,3,,,,,draft
drill_pack_21,drill_404,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,4,,,,,draft
drill_pack_21,drill_405,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,5,,,,,draft
drill_pack_21,drill_406,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,6,,,,,draft
drill_pack_21,drill_407,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,7,,,,,draft
drill_pack_21,drill_408,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,2,1,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,8,,,,,draft
drill_pack_21,drill_409,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,9,,,,,draft
drill_pack_21,drill_410,Affricate/Fricative: /tʃ/ vs /ʃ/ Initial,3,2,Initial,pack_es_tch_vs_s_initial,Affricate/Fricative: /tʃ/ vs /s/ Initial,/tʃ/,/s/,retain burst-vs-frication discrimination with pan-regional fricative target,10,,,,,draft
